iter	Passed	Remaining
426	1909	42800
427	1913	42785
428	1917	42790
429	1922	42778
430	1926	42761
431	1929	42735
432	1932	42702
433	1938	42716
434	1942	42715
435	1946	42699
436	1950	42689
437	1954	42679
438	1959	42674
439	1963	42666
440	1969	42700
441	1974	42703
442	1978	42673
443	1984	42717
444	1990	42744
445	1997	42799
446	2003	42819
447	2011	42877
448	2015	42872
449	2020	42879
450	2024	42874
451	2029	42868
452	2034	42887
453	2040	42900
454	2044	42891
455	2048	42880
456	2054	42895
457	2059	42912
458	2062	42870
459	2066	42859
460	2070	42844
461	2073	42817
462	2078	42809
463	2082	42799
464	2086	42784
465	2091	42792
466	2095	42766
467	2099	42765
468	2104	42760
469	2108	42743
470	2113	42755
471	2115	42707
472	2120	42710
473	2124	42705
474	2128	42672
475	2132	42658
476	2136	42652
477	2138	42609
478	2143	42601
479	2148	42606
480	2154	42634
481	2159	42637
482	2163	42636
483	2169	42646
484	2173	42634
485	2176	42611
486	2181	42616
487	2184	42578
488	2189	42583
489	2193	42565
490	2195	42525
491	2202	42554
492	2206	42547
493	2210	42530
494	2214	42519
495	2219	42521
496	2222	42504
497	2228	42511
498	2233	42523
499	2238	42536
500	2244	42550
501	2250	42572
502	2255	42576
503	2259	42568
504	2263	42556
505	2268	42559
506	2274	42594
507	2279	42589
508	2282	42559
509	2288	42575
510	2294	42599
511	2299	42604
512	2303	42606
513	2308	42609
514	2313	42612
515	2317	42587
516	2322	42593
517	2327	42596
518	2333	42634
519	2338	42631
520	2342	42626
521	2348	42638
522	2351	42616
523	2354	42581
524	2357	42545
525	2363	42569
526	2368	42574
527	2373	42576
528	2377	42561
529	2382	42569
530	2385	42537
531	2389	42524
532	2394	42531
533	2398	42515
534	2403	42514
535	2407	42507
536	2412	42506
537	2416	42500
538	2419	42466
539	2423	42457
540	2427	42448
541	2433	42460
542	2438	42461
543	2442	42454
544	2445	42426
545	2451	42454
546	2456	42459
547	2461	42453
548	2466	42458
549	2471	42463
550	2475	42459
551	2480	42458
552	2484	42449
553	2489	42439
554	2493	42430
555	2497	42418
556	2499	42382
557	2505	42388
558	2508	42373
559	2511	42342
560	2516	42336
561	2519	42318
562	2524	42311
563	2528	42305
564	2532	42290
565	2536	42278
566	2540	42262
567	2544	42251
568	2547	42231
569	2551	42213
570	2556	42219
571	2560	42203
572	2564	42191
573	2567	42164
574	2570	42132
575	2574	42129
576	2578	42113
577	2581	42079
578	2585	42068
579	2590	42065
580	2594	42065
581	2598	42053
582	2602	42040
583	2607	42033
584	2610	42010
585	2615	42020
586	2620	42015
587	2624	42014
588	2629	42007
589	2633	41999
590	2638	42012
591	2643	42007
592	2648	42009
593	2652	42000
594	2657	42007
595	2662	42006
596	2667	42012
597	2671	42005
598	2676	42001
599	2681	42006
600	2686	42014
601	2690	42002
602	2694	41987
603	2699	41987
604	2703	41974
605	2708	41986
606	2713	41988
607	2717	41983
608	2722	41983
609	2727	41986
610	2732	41982
611	2737	41987
612	2741	41976
613	2744	41951
614	2749	41953
615	2753	41940
616	2757	41938
617	2761	41925
618	2766	41919
619	2770	41916
620	2774	41904
621	2779	41899
622	2783	41900
623	2787	41889
624	2793	41902
625	2797	41888
626	2802	41895
627	2805	41868
628	2809	41863
629	2813	41839
630	2819	41858
631	2823	41858
632	2827	41847
633	2830	41815
634	2836	41825
635	2841	41830
636	2846	41840
637	2849	41811
638	2854	41817
639	2858	41809
640	2863	41803
641	2868	41808
642	2872	41798
643	2877	41797
644	2879	41769
645	2884	41773
646	2889	41764
647	2894	41769
648	2899	41773
649	2903	41763
650	2908	41765
651	2912	41763
652	2917	41756
653	2919	41722
654	2922	41693
655	2927	41693
656	2931	41689
657	2936	41692
658	2941	41693
659	2945	41689
660	2953	41725
661	2956	41698
662	2959	41676
663	2962	41656
664	2968	41665
665	2972	41654
666	2977	41663
667	2982	41670
668	2987	41662
669	2989	41634
670	2994	41638
671	2999	41638
672	3004	41632
673	3008	41622
674	3010	41590
675	3015	41588
676	3019	41579
677	3024	41582
678	3029	41582
679	3033	41578
680	3037	41567
681	3042	41568
682	3047	41567
683	3051	41559
684	3055	41556
685	3060	41550
686	3064	41543
687	3069	41547
688	3073	41529
689	3077	41527
690	3080	41497
691	3084	41494
692	3089	41494
693	3094	41495
694	3100	41508
695	3103	41489
696	3108	41487
697	3112	41473
698	3116	41470
699	3121	41469
700	3125	41458
701	3129	41446
702	3133	41443
703	3138	41435
704	3141	41414
705	3144	41393
706	3149	41394
707	3153	41387
708	3158	41390
709	3162	41385
710	3168	41391
711	3173	41392
712	3178	41395
713	3182	41389
714	3187	41389
715	3191	41382
716	3195	41376
717	3198	41349
718	3203	41354
719	3207	41343
720	3211	41327
721	3213	41299
722	3218	41301
723	3224	41308
724	3229	41317
725	3237	41356
726	3244	41384
727	3252	41426
728	3259	41450
729	3264	41451
730	3272	41494
731	3281	41547
732	3285	41542
733	3291	41555
734	3296	41557
735	3303	41579
736	3310	41605
737	3316	41616
738	3320	41617
739	3323	41584
740	3331	41623
741	3335	41614
742	3339	41605
743	3343	41593
744	3348	41593
745	3352	41583
746	3356	41579
747	3360	41571
748	3365	41565
749	3370	41566
750	3375	41566
751	3379	41561
752	3383	41553
753	3388	41547
754	3392	41541
755	3395	41520
756	3399	41513
757	3404	41508
758	3409	41510
759	3414	41508
760	3419	41513
761	3424	41512
762	3428	41506
763	3433	41506
764	3436	41479
765	3439	41459
766	3442	41442
767	3447	41439
768	3449	41413
769	3453	41401
770	3458	41396
771	3464	41414
772	3468	41406
773	3472	41394
774	3476	41384
775	3481	41388
776	3486	41384
777	3491	41384
778	3494	41358
779	3498	41353
780	3502	41346
781	3506	41328
782	3510	41317
783	3514	41311
784	3519	41318
785	3524	41315
786	3529	41319
787	3533	41306
788	3538	41304
789	3542	41297
790	3546	41288
791	3551	41285
792	3555	41281
793	3559	41276
794	3565	41280
795	3569	41276
796	3575	41281
797	3578	41267
798	3582	41250
799	3588	41264
800	3592	41258
801	3597	41256
802	3601	41254
803	3606	41247
804	3608	41219
805	3611	41192
806	3616	41193
807	3618	41165
808	3623	41162
809	3627	41160
810	3632	41159
811	3637	41159
812	3640	41133
813	3644	41127
814	3648	41117
815	3651	41092
816	3655	41089
817	3660	41085
818	3664	41080
819	3668	41069
820	3673	41067
821	3677	41063
822	3682	41059
823	3687	41062
824	3691	41051
825	3695	41043
826	3700	41044
827	3709	41092
828	3716	41116
829	3719	41090
830	3723	41081
831	3730	41105
832	3737	41128
833	3743	41139
834	3748	41145
835	3754	41154
836	3759	41152
837	3763	41149
838	3768	41143
839	3772	41143
840	3777	41136
841	3781	41129
842	3786	41133
843	3793	41148
844	3795	41126
845	3802	41141
846	3807	41144
847	3811	41138
848	3816	41137
849	3821	41139
850	3825	41129
851	3829	41119
852	3834	41114
853	3838	41113
854	3843	41105
855	3847	41104
856	3851	41091
857	3855	41084
858	3860	41080
859	3863	41066
860	3868	41062
861	3873	41060
862	3877	41057
863	3881	41045
864	3886	41040
865	3890	41031
866	3893	41017
867	3896	40996
868	3898	40967
869	3901	40944
870	3904	40920
871	3909	40921
872	3913	40914
873	3917	40910
874	3922	40904
875	3926	40898
876	3931	40894
877	3935	40890
878	3939	40882
879	3945	40885
880	3949	40877
881	3952	40857
882	3956	40853
883	3960	40845
884	3965	40841
885	3970	40841
886	3974	40835
887	3979	40830
888	3983	40823
889	3992	40865
890	4055	41461
891	4060	41464
892	4076	41574
893	4081	41571
894	4085	41566
895	4090	41560
896	4094	41555
897	4100	41559
898	4104	41552
899	4107	41527
900	4111	41518
901	4115	41515
902	4120	41513
903	4124	41504
904	4129	41496
905	4133	41489
906	4138	41494
907	4143	41487
908	4147	41481
909	4151	41467
910	4154	41446
911	4158	41442
912	4164	41451
913	4170	41454
914	4174	41443
915	4179	41445
916	4183	41436
917	4188	41439
918	4193	41439
919	4200	41453
920	4208	41481
921	4213	41483
922	4219	41496
923	4221	41470
924	4227	41474
925	4232	41477
926	4240	41502
927	4246	41517
928	4252	41523
929	4258	41527
930	4269	41588
931	4276	41606
932	4280	41596
933	4285	41594
934	4289	41588
935	4294	41585
936	4297	41564
937	4302	41566
938	4307	41569
939	4313	41572
940	4317	41568
941	4322	41563
942	4326	41554
943	4331	41553
944	4334	41535
945	4338	41527
946	4341	41504
947	4346	41498
948	4350	41489
949	4354	41486
950	4359	41482
951	4363	41474
952	4367	41462
953	4372	41457
954	4376	41450
955	4381	41446
956	4385	41438
957	4389	41431
958	4393	41419
959	4398	41415
960	4401	41396
961	4405	41387
962	4409	41379
963	4413	41366
964	4417	41355
965	4421	41350
966	4425	41343
967	4429	41332
968	4434	41324
969	4437	41313
970	4442	41308
971	4446	41298
972	4450	41285
973	4454	41277
974	4457	41256
975	4460	41238
976	4464	41230
977	4468	41226
978	4472	41215
979	4477	41209
980	4481	41202
981	4484	41182
982	4489	41178
983	4492	41166
984	4497	41158
985	4501	41150
986	4505	41141
987	4509	41131
988	4513	41127
989	4518	41122
990	4522	41110
991	4526	41103
992	4531	41099
993	4535	41094
994	4539	41080
995	4542	41068
996	4547	41067
997	4551	41058
998	4556	41056
999	4561	41052
1000	4565	41042
1001	4569	41032
1002	4573	41028
1003	4579	41029
1004	4584	41031
1005	4588	41018
1006	4591	41008
1007	4596	41003
1008	4600	40995
1009	4605	40991
1010	4609	40980
1011	4612	40966
1012	4616	40960
1013	4619	40936
1014	4623	40929
1015	4628	40923
1016	4632	40922
1017	4637	40918
1018	4642	40918
1019	4647	40919
1020	4653	40921
1021	4657	40913
1022	4662	40913
1023	4666	40906
1024	4671	40902
1025	4676	40902
1026	4681	40904
1027	4687	40906
1028	4692	40907
1029	4698	40915
1030	4703	40913
1031	4710	40931
1032	4716	40938
1033	4720	40933
1034	4726	40936
1035	4731	40941
1036	4736	40941
1037	4741	40938
1038	4747	40948
1039	4754	40958
1040	4759	40960
1041	4762	40939
1042	4766	40936
1043	4771	40929
1044	4776	40929
1045	4783	40943
1046	4787	40941
1047	4790	40923
1048	4795	40915
1049	4800	40914
1050	4804	40905
1051	4809	40907
1052	4813	40895
1053	4817	40890
1054	4821	40876
1055	4825	40869
1056	4827	40844
1057	4831	40834
1058	4835	40828
1059	4839	40820
1060	4844	40816
1061	4848	40810
1062	4851	40791
1063	4856	40786
1064	4861	40784
1065	4866	40785
1066	4872	40795
1067	4877	40793
1068	4881	40780
1069	4884	40761
1070	4889	40762
1071	4893	40756
1072	4897	40748
1073	4902	40741
1074	4907	40743
1075	4911	40737
1076	4914	40716
1077	4918	40709
1078	4923	40703
1079	4926	40685
1080	4930	40679
1081	4934	40671
1082	4938	40661
1083	4940	40636
1084	4945	40631
1085	4949	40629
1086	4952	40610
1087	4957	40608
1088	4961	40601
1089	4964	40583
1090	4967	40564
1091	4969	40541
1092	4974	40538
1093	4979	40538
1094	4984	40538
1095	4988	40528
1096	4993	40522
1097	4997	40517
1098	5001	40506
1099	5005	40501
1100	5010	40497
1101	5015	40495
1102	5019	40488
1103	5023	40480
1104	5027	40470
1105	5032	40469
1106	5034	40448
1107	5038	40433
1108	5041	40419
1109	5046	40414
1110	5051	40417
1111	5057	40419
1112	5061	40417
1113	5066	40417
1114	5070	40401
1115	5075	40400
1116	5080	40401
1117	5084	40395
1118	5088	40387
1119	5093	40385
1120	5098	40379
1121	5102	40377
1122	5105	40356
1123	5110	40354
1124	5115	40352
1125	5119	40348
1126	5124	40346
1127	5129	40343
1128	5133	40336
1129	5138	40331
1130	5142	40323
1131	5146	40320
1132	5149	40300
1133	5154	40303
1134	5160	40302
1135	5168	40325
1136	5209	40606
1137	5233	40756
1138	5248	40831
1139	5259	40879
1140	5265	40884
1141	5271	40887
1142	5277	40897
1143	5282	40895
1144	5288	40896
1145	5293	40899
1146	5304	40940
1147	5310	40946
1148	5314	40936
1149	5317	40919
1150	5321	40915
1151	5327	40916
1152	5332	40918
1153	5337	40911
1154	5342	40909
1155	5346	40905
1156	5349	40886
1157	5353	40879
1158	5358	40876
1159	5367	40900
1160	5371	40892
1161	5375	40885
1162	5378	40870
1163	5382	40859
1164	5386	40849
1165	5390	40843
1166	5396	40848
1167	5400	40838
1168	5405	40832
1169	5408	40818
1170	5412	40809
1171	5414	40785
1172	5419	40783
1173	5425	40787
1174	5429	40779
1175	5432	40760
1176	5437	40758
1177	5441	40748
1178	5445	40743
1179	5449	40734
1180	5454	40729
1181	5457	40717
1182	5461	40706
1183	5466	40699
1184	5470	40694
1185	5474	40685
1186	5478	40678
1187	5482	40668
1188	5487	40661
1189	5491	40658
1190	5494	40641
1191	5499	40634
1192	5503	40628
1193	5505	40606
1194	5509	40597
1195	5514	40591
1196	5518	40583
1197	5522	40575
1198	5527	40571
1199	5533	40576
1200	5537	40567
1201	5541	40559
1202	5545	40553
1203	5549	40543
1204	5553	40536
1205	5558	40528
1206	5562	40523
1207	5566	40516
1208	5571	40515
1209	5576	40512
1210	5581	40510
1211	5586	40504
1212	5590	40501
1213	5595	40496
1214	5598	40479
1215	5602	40469
1216	5606	40460
1217	5610	40449
1218	5613	40438
1219	5619	40439
1220	5623	40435
1221	5628	40430
1222	5633	40427
1223	5635	40408
1224	5638	40388
1225	5643	40388
1226	5647	40379
1227	5651	40373
1228	5655	40361
1229	5660	40356
1230	5664	40352
1231	5669	40348
1232	5673	40343
1233	5678	40335
1234	5682	40332
1235	5688	40337
1236	5694	40340
1237	5698	40332
1238	5703	40331
1239	5711	40348
1240	5717	40352
1241	5721	40345
1242	5727	40351
1243	5732	40347
1244	5735	40335
1245	5741	40339
1246	5745	40328
1247	5752	40339
1248	5757	40340
1249	5762	40337
1250	5764	40316
1251	5769	40310
1252	5774	40308
1253	5779	40309
1254	5783	40297
1255	5788	40295
1256	5793	40293
1257	5797	40289
1258	5800	40274
1259	5805	40268
1260	5809	40262
1261	5814	40257
1262	5819	40260
1263	5825	40262
1264	5830	40257
1265	5833	40242
1266	5837	40235
1267	5842	40235
1268	5846	40223
1269	5849	40207
1270	5851	40189
1271	5856	40183
1272	5859	40168
1273	5862	40154
1274	5866	40147
1275	5872	40148
1276	5876	40142
1277	5881	40141
1278	5885	40134
1279	5891	40135
1280	5895	40130
1281	5898	40111
1282	5904	40113
1283	5908	40110
1284	5911	40092
1285	5915	40084
1286	5920	40082
1287	5924	40074
1288	5927	40056
1289	5931	40050
1290	5936	40045
1291	5941	40043
1292	5946	40041
1293	5951	40040
1294	5956	40040
1295	5960	40033
1296	5965	40026
1297	5969	40019
1298	5974	40018
1299	5978	40008
1300	5980	39989
1301	5984	39979
1302	5989	39976
1303	5991	39958
1304	5995	39950
1305	5998	39934
1306	6001	39919
1307	6006	39912
1308	6010	39905
1309	6015	39905
1310	6021	39909
1311	6025	39903
1312	6029	39894
1313	6034	39890
1314	6039	39886
1315	6043	39878
1316	6046	39863
1317	6050	39855
1318	6053	39844
1319	6059	39848
1320	6064	39843
1321	6069	39840
1322	6074	39840
1323	6079	39839
1324	6083	39831
1325	6089	39832
1326	6091	39815
1327	6096	39812
1328	6100	39803
1329	6105	39802
1330	6111	39804
1331	6116	39803
1332	6121	39800
1333	6125	39789
1334	6128	39780
1335	6132	39771
1336	6139	39777
1337	6164	39907
1338	6195	40076
1339	6262	40470
1340	6300	40680
1341	6483	41827
1342	6496	41878
1343	6506	41904
1344	6514	41920
1345	6521	41931
1346	6530	41954
1347	6543	42000
1348	6548	41997
1349	6553	41991
1350	6558	41985
1351	6562	41976
1352	6566	41963
1353	6570	41957
1354	6574	41943
1355	6578	41936
1356	6585	41942
1357	6592	41954
1358	6595	41935
1359	6599	41929
1360	6605	41927
1361	6609	41920
1362	6614	41912
1363	6618	41905
1364	6623	41898
1365	6627	41887
1366	6631	41879
1367	6635	41870
1368	6638	41851
1369	6641	41838
1370	6645	41826
1371	6649	41817
1372	6654	41815
1373	6658	41804
1374	6663	41798
1375	6665	41775
1376	6669	41766
1377	6673	41754
1378	6676	41736
1379	6679	41725
1380	6684	41717
1381	6689	41712
1382	6695	41714
1383	6699	41706
1384	6704	41703
1385	6710	41706
1386	6718	41718
1387	6724	41724
1388	6731	41731
1389	6738	41737
1390	6746	41753
1391	6750	41747
1392	6754	41735
1393	6761	41743
1394	6768	41749
1395	6777	41774
1396	6782	41769
1397	6786	41760
1398	6791	41756
1399	6796	41747
1400	6801	41743
1401	6804	41732
1402	6809	41724
1403	6813	41715
1404	6818	41711
1405	6823	41707
1406	6827	41699
1407	6830	41681
1408	6832	41662
1409	6838	41659
1410	6842	41648
1411	6846	41643
1412	6850	41633
1413	6854	41623
1414	6859	41615
1415	6863	41606
1416	6867	41597
1417	6871	41585
1418	6875	41576
1419	6879	41565
1420	6881	41544
1421	6884	41530
1422	6889	41523
1423	6894	41519
1424	6898	41511
1425	6903	41506
1426	6905	41488
1427	6910	41482
1428	6914	41471
1429	6919	41466
1430	6922	41454
1431	6927	41446
1432	6930	41430
1433	6934	41424
1434	6939	41417
1435	6941	41399
1436	6946	41396
1437	6951	41390
1438	6956	41386
1439	6960	41379
1440	6965	41375
1441	6969	41364
1442	6975	41361
1443	6977	41345
1444	6982	41337
1445	6985	41324
1446	6989	41314
1447	6994	41308
1448	6998	41301
1449	7003	41294
1450	7008	41291
1451	7013	41289
1452	7018	41282
1453	7021	41268
1454	7023	41247
1455	7025	41228
1456	7030	41222
1457	7034	41215
1458	7037	41197
1459	7041	41187
1460	7046	41182
1461	7050	41174
1462	7054	41166
1463	7056	41145
1464	7060	41134
1465	7064	41126
1466	7068	41116
1467	7071	41100
1468	7075	41092
1469	7080	41083
1470	7084	41078
1471	7089	41072
1472	7093	41064
1473	7098	41058
1474	7104	41060
1475	7108	41054
1476	7111	41037
1477	7115	41026
1478	7121	41027
1479	7126	41022
1480	7130	41017
1481	7135	41011
1482	7139	41005
1483	7145	41003
1484	7150	41000
1485	7155	40998
1486	7160	40993
1487	7167	41001
1488	7173	41001
1489	7177	40995
1490	7181	40985
1491	7188	40990
1492	7193	40990
1493	7198	40984
1494	7206	40997
1495	7210	40990
1496	7215	40985
1497	7222	40990
1498	7231	41009
1499	7240	41028
1500	7244	41022
1501	7248	41012
1502	7253	41007
1503	7256	40989
1504	7260	40983
1505	7265	40979
1506	7269	40971
1507	7274	40965
1508	7278	40956
1509	7283	40952
1510	7288	40946
1511	7292	40935
1512	7294	40920
1513	7298	40910
1514	7303	40903
1515	7307	40895
1516	7311	40886
1517	7315	40877
1518	7319	40864
1519	7323	40859
1520	7326	40843
1521	7330	40835
1522	7335	40828
1523	7339	40819
1524	7343	40811
1525	7347	40799
1526	7351	40790
1527	7356	40785
1528	7360	40779
1529	7364	40771
1530	7368	40761
1531	7372	40750
1532	7376	40741
1533	7380	40733
1534	7384	40721
1535	7389	40717
1536	7393	40708
1537	7398	40704
1538	7403	40701
1539	7408	40699
1540	7412	40690
1541	7416	40681
1542	7421	40675
1543	7425	40668
1544	7428	40652
1545	7433	40647
1546	7438	40644
1547	7443	40641
1548	7448	40636
1549	7452	40627
1550	7457	40622
1551	7460	40611
1552	7464	40599
1553	7468	40593
1554	7473	40585
1555	7478	40583
1556	7483	40580
1557	7486	40565
1558	7490	40558
1559	7494	40548
1560	7499	40545
1561	7503	40536
1562	7506	40520
1563	7510	40509
1564	7512	40493
1565	7517	40486
1566	7522	40481
1567	7525	40469
1568	7529	40461
1569	7534	40457
1570	7537	40442
1571	7541	40430
1572	7544	40418
1573	7548	40409
1574	7551	40396
1575	7554	40382
1576	7559	40377
1577	7565	40378
1578	7570	40375
1579	7576	40378
1580	7585	40395
1581	7588	40378
1582	7591	40365
1583	7595	40356
1584	7600	40351
1585	7602	40333
1586	7607	40330
1587	7614	40334
1588	7619	40330
1589	7621	40314
1590	7626	40310
1591	7633	40313
1592	7639	40314
1593	7641	40295
1594	7647	40298
1595	7653	40301
1596	7658	40297
1597	7665	40303
1598	7670	40300
1599	7675	40298
1600	7682	40303
1601	7686	40293
1602	7690	40284
1603	7693	40270
1604	7697	40262
1605	7704	40270
1606	7710	40267
1607	7714	40260
1608	7718	40254
1609	7722	40242
1610	7727	40240
1611	7729	40222
1612	7734	40215
1613	7738	40207
1614	7743	40205
1615	7748	40200
1616	7752	40188
1617	7755	40176
1618	7758	40164
1619	7762	40151
1620	7765	40141
1621	7769	40133
1622	7771	40113
1623	7776	40106
1624	7780	40097
1625	7783	40087
1626	7788	40079
1627	7793	40075
1628	7797	40069
1629	7802	40063
1630	7806	40056
1631	7809	40040
1632	7813	40036
1633	7818	40030
1634	7820	40012
1635	7824	40005
1636	7829	39999
1637	7833	39990
1638	7838	39984
1639	7842	39979
1640	7847	39972
1641	7850	39957
1642	7853	39948
1643	7859	39948
1644	7864	39943
1645	7866	39926
1646	7869	39909
1647	7873	39904
1648	7879	39902
1649	7884	39897
1650	7886	39881
1651	7890	39874
1652	7897	39878
1653	7901	39869
1654	7904	39857
1655	7908	39850
1656	7913	39846
1657	7917	39838
1658	7919	39819
1659	7923	39810
1660	7928	39804
1661	7932	39797
1662	7936	39789
1663	7941	39784
1664	7945	39777
1665	7948	39760
1666	7952	39753
1667	7955	39737
1668	7959	39729
1669	7962	39718
1670	7967	39713
1671	7971	39704
1672	7975	39697
1673	7979	39689
1674	7985	39689
1675	7989	39681
1676	7993	39671
1677	7998	39668
1678	8003	39664
1679	8007	39655
1680	8012	39650
1681	8016	39644
1682	8021	39642
1683	8027	39639
1684	8032	39638
1685	8037	39634
1686	8042	39628
