iter	Passed	Remaining
1687	8047	39625
1688	8051	39619
1689	8056	39616
1690	8063	39619
1691	8068	39619
1692	8074	39617
1693	8080	39621
1694	8087	39625
1695	8089	39608
1696	8096	39616
1697	8102	39616
1698	8106	39606
1699	8112	39607
1700	8119	39612
1701	8122	39598
1702	8126	39593
1703	8129	39581
1704	8134	39575
1705	8138	39566
1706	8142	39557
1707	8146	39548
1708	8159	39583
1709	8164	39579
1710	8168	39573
1711	8174	39572
1712	8177	39557
1713	8181	39551
1714	8185	39543
1715	8189	39536
1716	8191	39517
1717	8194	39502
1718	8198	39495
1719	8203	39490
1720	8207	39485
1721	8212	39478
1722	8215	39464
1723	8219	39457
1724	8225	39456
1725	8229	39450
1726	8233	39441
1727	8237	39433
1728	8242	39428
1729	8246	39420
1730	8250	39413
1731	8255	39409
1732	8259	39402
1733	8263	39394
1734	8268	39389
1735	8271	39376
1736	8276	39372
1737	8282	39371
1738	8285	39357
1739	8289	39351
1740	8293	39342
1741	8297	39334
1742	8302	39330
1743	8305	39316
1744	8308	39302
1745	8311	39291
1746	8316	39286
1747	8320	39277
1748	8322	39263
1749	8326	39252
1750	8330	39244
1751	8334	39238
1752	8339	39231
1753	8343	39223
1754	8345	39209
1755	8349	39200
1756	8354	39194
1757	8359	39192
1758	8364	39186
1759	8367	39176
1760	8370	39160
1761	8374	39152
1762	8378	39144
1763	8382	39139
1764	8387	39132
1765	8392	39131
1766	8396	39120
1767	8401	39117
1768	8405	39110
1769	8410	39105
1770	8414	39097
1771	8419	39092
1772	8425	39093
1773	8430	39089
1774	8434	39086
1775	8437	39072
1776	8441	39060
1777	8446	39059
1778	8452	39057
1779	8456	39052
1780	8462	39052
1781	8468	39052
1782	8473	39052
1783	8479	39051
1784	8485	39050
1785	8490	39048
1786	8494	39040
1787	8501	39046
1788	8505	39039
1789	8513	39046
1790	8518	39046
1791	8524	39045
1792	8529	39041
1793	8534	39038
1794	8539	39035
1795	8542	39023
1796	8545	39007
1797	8549	39000
1798	8554	38996
1799	8599	39177
1800	8605	39177
1801	8620	39217
1802	8624	39209
1803	8627	39198
1804	8632	39192
1805	8638	39194
1806	8643	39189
1807	8648	39187
1808	8653	39180
1809	8657	39173
1810	8661	39166
1811	8665	39158
1812	8668	39143
1813	8673	39138
1814	8677	39131
1815	8681	39126
1816	8686	39118
1817	8690	39114
1818	8694	39103
1819	8697	39092
1820	8702	39085
1821	8706	39079
1822	8711	39073
1823	8715	39066
1824	8719	39057
1825	8724	39052
1826	8727	39041
1827	8731	39032
1828	8734	39022
1829	8738	39011
1830	8742	39006
1831	8746	38997
1832	8751	38991
1833	8754	38980
1834	8759	38974
1835	8763	38969
1836	8768	38962
1837	8771	38950
1838	8776	38945
1839	8780	38939
1840	8784	38931
1841	8788	38921
1842	8792	38916
1843	8796	38905
1844	8800	38899
1845	8804	38890
1846	8809	38886
1847	8813	38879
1848	8817	38872
1849	8822	38867
1850	8827	38861
1851	8831	38853
1852	8836	38851
1853	8840	38844
1854	8845	38840
1855	8850	38837
1856	8855	38833
1857	8859	38822
1858	8864	38820
1859	8870	38821
1860	8875	38818
1861	8882	38821
1862	8887	38819
1863	8893	38819
1864	8896	38805
1865	8899	38792
1866	8905	38793
1867	8911	38792
1868	8916	38790
1869	8921	38789
1870	8926	38783
1871	8929	38770
1872	8934	38765
1873	8936	38750
1874	8941	38747
1875	8945	38739
1876	8950	38732
1877	8953	38721
1878	8958	38718
1879	8960	38703
1880	8965	38697
1881	8971	38697
1882	8974	38687
1883	8978	38677
1884	8982	38671
1885	8987	38666
1886	8992	38661
1887	8996	38653
1888	9000	38648
1889	9004	38639
1890	9009	38634
1891	9012	38621
1892	9016	38613
1893	9019	38603
1894	9022	38591
1895	9026	38582
1896	9029	38568
1897	9033	38561
1898	9037	38554
1899	9040	38540
1900	9043	38527
1901	9047	38521
1902	9051	38514
1903	9057	38511
1904	9061	38504
1905	9065	38496
1906	9068	38485
1907	9073	38479
1908	9077	38472
1909	9080	38463
1910	9084	38451
1911	9088	38445
1912	9090	38428
1913	9093	38418
1914	9098	38413
1915	9102	38405
1916	9106	38398
1917	9110	38389
1918	9115	38385
1919	9118	38375
1920	9122	38365
1921	9124	38348
1922	9126	38331
1923	9130	38326
1924	9136	38324
1925	9142	38324
1926	9146	38317
1927	9150	38310
1928	9155	38306
1929	9158	38296
1930	9163	38290
1931	9167	38284
1932	9172	38278
1933	9175	38267
1934	9179	38261
1935	9184	38255
1936	9188	38248
1937	9192	38242
1938	9198	38239
1939	9202	38231
1940	9207	38229
1941	9212	38223
1942	9216	38215
1943	9218	38200
1944	9222	38191
1945	9226	38186
1946	9229	38173
1947	9233	38166
1948	9236	38156
1949	9239	38142
1950	9243	38133
1951	9247	38128
1952	9251	38119
1953	9255	38112
1954	9260	38108
1955	9264	38100
1956	9268	38091
1957	9272	38085
1958	9275	38073
1959	9279	38065
1960	9282	38053
1961	9287	38050
1962	9292	38044
1963	9295	38034
1964	9300	38031
1965	9303	38020
1966	9307	38011
1967	9311	38000
1968	9315	37994
1969	9317	37979
1970	9322	37974
1971	9325	37964
1972	9329	37955
1973	9333	37946
1974	9337	37940
1975	9341	37934
1976	9346	37929
1977	9350	37921
1978	9354	37912
1979	9356	37899
1980	9359	37886
1981	9363	37878
1982	9367	37870
1983	9371	37864
1984	9375	37854
1985	9379	37847
1986	9384	37843
1987	9388	37836
1988	9390	37822
1989	9395	37817
1990	9400	37812
1991	9404	37805
1992	9408	37800
1993	9413	37794
1994	9417	37787
1995	9419	37773
1996	9424	37768
1997	9429	37763
1998	9433	37758
1999	9437	37750
2000	9439	37735
2001	9442	37724
2002	9447	37717
2003	9452	37715
2004	9456	37707
2005	9460	37701
2006	9465	37695
2007	9469	37689
2008	9473	37680
2009	9477	37676
2010	9480	37664
2011	9484	37656
2012	9489	37650
2013	9493	37643
2014	9497	37635
2015	9501	37630
2016	9505	37623
2017	9508	37611
2018	9513	37605
2019	9517	37597
2020	9521	37592
2021	9523	37577
2022	9527	37569
2023	9535	37577
2024	9538	37565
2025	9543	37562
2026	9546	37549
2027	9551	37545
2028	9555	37539
2029	9560	37534
2030	9562	37520
2031	9567	37515
2032	9570	37505
2033	9574	37496
2034	9578	37490
2035	9583	37486
2036	9587	37477
2037	9590	37468
2038	9594	37460
2039	9598	37452
2040	9602	37443
2041	9606	37438
2042	9610	37431
2043	9613	37417
2044	9618	37414
2045	9622	37408
2046	9627	37403
2047	9631	37396
2048	9635	37390
2049	9640	37385
2050	9644	37377
2051	9649	37374
2052	9653	37367
2053	9658	37362
2054	9662	37356
2055	9665	37344
2056	9670	37340
2057	9675	37339
2058	9680	37333
2059	9685	37330
2060	9689	37325
2061	9693	37318
2062	9699	37315
2063	9701	37300
2064	9704	37291
2065	9708	37284
2066	9712	37277
2067	9715	37264
2068	9717	37250
2069	9722	37244
2070	9725	37236
2071	9730	37229
2072	9734	37225
2073	9739	37219
2074	9743	37211
2075	9747	37205
2076	9751	37197
2077	9755	37190
2078	9759	37185
2079	9764	37178
2080	9767	37170
2081	9771	37161
2082	9775	37154
2083	9778	37143
2084	9782	37134
2085	9786	37128
2086	9791	37124
2087	9796	37120
2088	9800	37113
2089	9803	37103
2090	9807	37094
2091	9811	37086
2092	9815	37081
2093	9820	37077
2094	9824	37069
2095	9826	37056
2096	9831	37050
2097	9834	37042
2098	9839	37039
2099	9844	37034
2100	9849	37030
2101	9852	37019
2102	9855	37007
2103	9858	36999
2104	9863	36992
2105	9866	36984
2106	9871	36979
2107	9875	36973
2108	9880	36968
2109	9883	36959
2110	9886	36946
2111	9889	36933
2112	9893	36926
2113	9897	36922
2114	9900	36910
2115	9904	36903
2116	9908	36895
2117	9912	36889
2118	9916	36880
2119	9919	36868
2120	9923	36863
2121	9928	36859
2122	9930	36846
2123	9935	36841
2124	9940	36838
2125	9945	36834
2126	9950	36830
2127	9953	36821
2128	9956	36810
2129	9960	36804
2130	9965	36799
2131	9969	36792
2132	9973	36783
2133	9977	36778
2134	9980	36766
2135	9983	36757
2136	9986	36744
2137	9989	36735
2138	9993	36728
2139	9997	36720
2140	10001	36714
2141	10005	36706
2142	10010	36701
2143	10015	36696
2144	10017	36684
2145	10022	36680
2146	10026	36672
2147	10031	36670
2148	10034	36659
2149	10039	36654
2150	10042	36644
2151	10047	36640
2152	10049	36628
2153	10054	36624
2154	10059	36620
2155	10063	36614
2156	10067	36607
2157	10071	36600
2158	10074	36589
2159	10078	36581
2160	10080	36566
2161	10084	36558
2162	10087	36547
2163	10090	36539
2164	10094	36532
2165	10099	36526
2166	10104	36522
2167	10107	36515
2168	10114	36516
2169	10119	36513
2170	10125	36515
2171	10131	36514
2172	10135	36508
2173	10139	36501
2174	10144	36496
2175	10149	36493
2176	10153	36485
2177	10158	36481
2178	10162	36477
2179	10167	36472
2180	10171	36466
2181	10175	36459
2182	10180	36453
2183	10184	36447
2184	10188	36442
2185	10193	36437
2186	10198	36432
2187	10200	36420
2188	10202	36406
2189	10207	36402
2190	10212	36397
2191	10217	36394
2192	10221	36388
2193	10228	36390
2194	10232	36384
2195	10236	36378
2196	10241	36375
2197	10247	36373
2198	10251	36368
2199	10256	36363
2200	10258	36350
2201	10263	36344
2202	10265	36333
2203	10270	36327
2204	10274	36322
2205	10279	36318
2206	10282	36307
2207	10285	36297
2208	10290	36294
2209	10293	36283
2210	10298	36280
2211	10302	36274
2212	10307	36269
2213	10311	36261
2214	10315	36255
2215	10320	36250
2216	10324	36246
2217	10329	36242
2218	10334	36237
2219	10338	36232
2220	10344	36230
2221	10348	36226
2222	10353	36219
2223	10356	36211
2224	10360	36203
2225	10364	36195
2226	10368	36189
2227	10373	36184
2228	10378	36181
2229	10381	36173
2230	10386	36167
2231	10390	36162
2232	10393	36151
2233	10397	36145
2234	10401	36137
2235	10406	36132
2236	10409	36125
2237	10413	36118
2238	10418	36112
2239	10423	36109
2240	10427	36103
2241	10430	36094
2242	10436	36091
2243	10439	36083
2244	10443	36076
2245	10449	36074
2246	10453	36068
2247	10457	36060
2248	10461	36055
2249	10465	36047
2250	10468	36037
2251	10472	36030
2252	10474	36016
2253	10478	36010
2254	10482	36002
2255	10487	35998
2256	10491	35994
2257	10495	35987
2258	10499	35980
2259	10502	35967
2260	10507	35963
2261	10512	35961
2262	10516	35956
2263	10519	35946
2264	10522	35935
2265	10526	35928
2266	10530	35922
2267	10535	35916
2268	10539	35911
2269	10544	35905
2270	10548	35899
2271	10552	35894
2272	10557	35888
2273	10561	35881
2274	10565	35874
2275	10569	35868
2276	10573	35861
2277	10575	35849
2278	10580	35844
2279	10583	35836
2280	10588	35832
2281	10592	35826
2282	10597	35821
2283	10600	35811
2284	10604	35805
2285	10608	35797
2286	10611	35786
2287	10615	35780
2288	10617	35769
2289	10622	35762
2290	10626	35758
2291	10631	35753
2292	10635	35745
2293	10638	35738
2294	10642	35731
2295	10646	35724
2296	10650	35717
2297	10654	35711
2298	10657	35700
2299	10661	35694
2300	10666	35691
2301	10672	35688
2302	10676	35681
2303	10679	35672
2304	10684	35668
2305	10688	35662
2306	10692	35654
2307	10696	35648
2308	10700	35643
2309	10704	35634
2310	10709	35630
2311	10713	35624
2312	10717	35617
2313	10720	35609
2314	10723	35599
2315	10727	35590
2316	10731	35585
2317	10736	35580
2318	10739	35572
2319	10744	35567
2320	10749	35564
2321	10754	35560
2322	10758	35553
2323	10762	35548
2324	10767	35543
2325	10771	35536
2326	10777	35537
2327	10782	35533
2328	10785	35523
2329	10789	35517
2330	10793	35509
2331	10798	35505
2332	10801	35498
2333	10805	35490
2334	10809	35482
2335	10813	35476
2336	10816	35467
2337	10820	35461
2338	10823	35450
2339	10826	35439
2340	10830	35432
2341	10834	35426
2342	10837	35418
2343	10842	35412
2344	10846	35407
2345	10851	35402
2346	10855	35396
2347	10859	35391
2348	10863	35384
2349	10867	35377
2350	10871	35371
2351	10875	35365
2352	10878	35354
2353	10881	35343
2354	10885	35338
2355	10889	35331
2356	10891	35318
2357	10895	35311
2358	10899	35304
2359	10901	35292
2360	10906	35287
2361	10910	35282
2362	10914	35276
2363	10919	35272
2364	10923	35264
2365	10927	35259
2366	10930	35248
2367	10935	35244
2368	10941	35243
2369	10945	35236
2370	10949	35230
2371	10953	35224
2372	10955	35211
2373	10960	35208
2374	10962	35196
2375	10967	35191
2376	10971	35186
2377	10975	35179
2378	10981	35177
2379	10986	35174
2380	10990	35167
2381	10994	35160
2382	10997	35153
2383	11001	35145
2384	11004	35136
2385	11009	35132
2386	11014	35128
2387	11020	35127
2388	11024	35121
2389	11026	35109
2390	11031	35106
2391	11037	35105
2392	11041	35098
2393	11046	35094
2394	11050	35089
2395	11054	35084
2396	11058	35075
2397	11062	35068
2398	11066	35064
2399	11071	35060
2400	11076	35054
2401	11080	35049
2402	11084	35044
2403	11088	35038
2404	11093	35033
2405	11098	35028
2406	11101	35020
2407	11106	35015
2408	11110	35009
2409	11115	35007
2410	11120	35002
2411	11126	35004
2412	11131	35000
2413	11136	34995
2414	11139	34986
2415	11143	34981
2416	11148	34977
2417	11152	34971
2418	11157	34967
2419	11163	34965
2420	11169	34966
2421	11173	34958
2422	11175	34947
2423	11179	34940
2424	11183	34934
2425	11188	34930
2426	11192	34924
2427	11196	34918
2428	11202	34915
2429	11206	34909
2430	11210	34903
2431	11212	34891
2432	11217	34889
2433	11221	34882
2434	11225	34873
2435	11229	34868
2436	11234	34864
2437	11236	34853
2438	11242	34851
2439	11247	34849
2440	11251	34841
2441	11255	34836
2442	11259	34829
2443	11263	34824
2444	11267	34815
2445	11271	34809
2446	11275	34804
2447	11280	34800
2448	11284	34794
2449	11289	34791
2450	11294	34786
2451	11298	34781
2452	11302	34773
2453	11307	34769
2454	11311	34763
2455	11317	34763
2456	11320	34754
2457	11324	34747
2458	11329	34743
2459	11333	34738
2460	11337	34732
2461	11343	34729
2462	11347	34723
2463	11350	34716
2464	11356	34713
2465	11361	34712
2466	11365	34705
2467	11369	34698
2468	11374	34695
2469	11379	34690
2470	11383	34685
2471	11388	34680
2472	11390	34668
2473	11393	34660
2474	11398	34655
2475	11402	34650
2476	11407	34646
2477	11412	34641
2478	11416	34637
2479	11421	34631
2480	11425	34627
2481	11430	34622
2482	11434	34615
2483	11438	34609
2484	11442	34605
2485	11447	34599
2486	11450	34591
2487	11455	34587
2488	11457	34574
2489	11460	34564
2490	11464	34559
2491	11468	34553
2492	11472	34545
2493	11475	34538
2494	11480	34532
2495	11483	34525
2496	11491	34528
2497	11495	34522
2498	11499	34517
2499	11502	34507
2500	11506	34501
2501	11509	34491
2502	11512	34483
2503	11516	34476
2504	11520	34470
2505	11523	34460
2506	11528	34455
2507	11532	34449
2508	11536	34442
2509	11538	34432
2510	11543	34428
2511	11548	34424
2512	11551	34416
2513	11555	34410
2514	11560	34405
2515	11563	34396
2516	11566	34386
2517	11568	34376
2518	11573	34371
2519	11578	34367
2520	11584	34368
2521	11588	34360
2522	11596	34365
2523	11608	34384
2524	11615	34386
2525	11620	34382
2526	11626	34381
2527	11631	34378
2528	11635	34373
2529	11640	34369
2530	11646	34368
2531	11650	34363
2532	11655	34358
2533	11657	34347
2534	11662	34343
2535	11666	34336
2536	11670	34329
2537	11674	34324
2538	11677	34316
2539	11682	34311
2540	11686	34304
2541	11691	34300
2542	11694	34293
2543	11698	34287
2544	11702	34280
2545	11706	34274
2546	11710	34268
2547	11715	34262
2548	11718	34253
2549	11721	34243
2550	11723	34231
2551	11727	34226
2552	11732	34222
2553	11736	34217
2554	11740	34211
2555	11745	34206
2556	11749	34201
2557	11753	34193
2558	11756	34186
2559	11761	34181
2560	11765	34175
2561	11769	34169
2562	11774	34165
2563	11778	34160
2564	11782	34154
2565	11786	34147
2566	11790	34140
2567	11795	34136
2568	11799	34130
2569	11803	34125
2570	11807	34118
2571	11811	34112
2572	11816	34108
2573	11821	34105
2574	11826	34102
2575	11831	34098
2576	11836	34094
2577	11841	34092
2578	11846	34088
2579	11851	34083
2580	11856	34081
2581	11859	34071
2582	11863	34066
2583	11866	34055
2584	11870	34049
2585	11874	34044
2586	11878	34037
2587	11883	34033
2588	11887	34027
2589	11891	34021
2590	11895	34015
2591	11897	34003
2592	11902	34000
2593	11908	33998
2594	11912	33992
2595	11916	33985
2596	11920	33980
2597	11924	33975
2598	11927	33965
2599	11932	33960
2600	11935	33953
2601	11940	33947
2602	11944	33942
2603	11949	33938
2604	11953	33932
2605	11958	33928
2606	11962	33922
2607	11965	33913
2608	11969	33907
2609	11972	33897
2610	11976	33893
2611	11981	33888
2612	11985	33884
2613	11989	33877
2614	11993	33870
2615	11997	33865
2616	12002	33860
2617	12006	33854
2618	12010	33848
2619	12014	33843
2620	12019	33838
2621	12023	33833
2622	12028	33829
2623	12032	33823
2624	12039	33824
2625	12043	33819
2626	12049	33817
2627	12053	33811
2628	12058	33807
2629	12062	33802
2630	12066	33796
2631	12070	33789
2632	12074	33784
2633	12078	33778
2634	12083	33774
2635	12088	33771
2636	12092	33765
2637	12096	33759
2638	12101	33754
2639	12105	33748
2640	12109	33741
2641	12113	33737
2642	12118	33732
2643	12120	33721
2644	12125	33717
2645	12129	33711
2646	12132	33702
2647	12136	33695
2648	12140	33689
2649	12144	33683
2650	12148	33676
2651	12151	33669
2652	12155	33663
2653	12160	33659
2654	12165	33654
2655	12169	33649
2656	12172	33639
2657	12176	33634
2658	12181	33630
2659	12185	33623
2660	12189	33617
2661	12193	33612
2662	12198	33609
2663	12203	33605
2664	12205	33593
2665	12209	33588
2666	12213	33582
2667	12217	33575
2668	12222	33570
2669	12227	33567
2670	12231	33563
2671	12236	33557
2672	12239	33549
2673	12244	33546
2674	12248	33540
2675	12252	33535
2676	12255	33525
2677	12259	33518
2678	12262	33511
2679	12268	33510
2680	12273	33506
2681	12278	33502
2682	12282	33496
2683	12286	33490
2684	12290	33485
2685	12295	33479
2686	12299	33474
2687	12304	33470
2688	12308	33465
2689	12312	33457
2690	12316	33451
2691	12320	33446
2692	12324	33441
2693	12329	33437
2694	12332	33428
2695	12335	33420
2696	12340	33414
2697	12344	33410
2698	12349	33405
2699	12351	33396
2700	12356	33391
2701	12360	33386
2702	12366	33383
2703	12370	33379
2704	12375	33373
2705	12379	33368
2706	12383	33362
2707	12388	33358
2708	12395	33359
2709	12398	33353
2710	12404	33351
2711	12408	33344
2712	12412	33340
2713	12415	33331
2714	12420	33327
2715	12424	33321
2716	12428	33315
2717	12432	33310
2718	12437	33305
2719	12442	33300
2720	12445	33294
2721	12450	33288
2722	12454	33284
2723	12459	33279
2724	12463	33273
2725	12467	33269
2726	12472	33263
2727	12476	33258
2728	12480	33253
2729	12485	33248
2730	12489	33242
2731	12492	33234
2732	12496	33228
2733	12499	33220
2734	12504	33215
2735	12506	33203
2736	12510	33197
2737	12514	33192
2738	12519	33187
2739	12522	33180
2740	12526	33174
2741	12531	33170
2742	12535	33164
2743	12539	33157
2744	12543	33153
2745	12548	33150
2746	12552	33143
2747	12557	33139
2748	12559	33129
2749	12564	33124
2750	12568	33118
2751	12572	33112
2752	12577	33107
2753	12579	33098
2754	12584	33093
2755	12588	33087
2756	12593	33083
2757	12597	33078
2758	12602	33076
2759	12606	33068
2760	12611	33064
2761	12615	33060
2762	12619	33054
2763	12624	33049
2764	12628	33044
2765	12630	33033
2766	12635	33028
2767	12638	33020
2768	12642	33015
2769	12647	33011
2770	12650	33003
2771	12654	32997
2772	12659	32992
2773	12663	32986
2774	12668	32982
2775	12672	32977
2776	12675	32970
2777	12680	32965
2778	12684	32960
2779	12687	32950
2780	12691	32944
2781	12695	32940
2782	12699	32932
2783	12704	32929
2784	12709	32925
2785	12714	32922
2786	12718	32916
2787	12723	32912
2788	12727	32907
2789	12732	32902
2790	12737	32899
2791	12742	32895
2792	12746	32889
2793	12750	32885
2794	12755	32880
2795	12759	32876
2796	12764	32871
2797	12768	32866
2798	12772	32859
2799	12777	32855
2800	12781	32849
2801	12785	32844
2802	12791	32842
2803	12796	32839
2804	12800	32834
2805	12806	32833
2806	12811	32828
2807	12815	32824
2808	12819	32818
2809	12824	32814
2810	12829	32809
2811	12834	32806
2812	12838	32802
2813	12842	32794
2814	12847	32792
2815	12852	32787
2816	12856	32782
2817	12861	32777
2818	12865	32772
2819	12868	32765
2820	12871	32756
2821	12875	32751
2822	12880	32746
2823	12884	32739
2824	12888	32734
2825	12893	32729
2826	12897	32725
2827	12902	32722
2828	12906	32716
2829	12911	32712
2830	12915	32706
2831	12919	32700
2832	12922	32691
2833	12926	32685
2834	12930	32680
2835	12935	32675
2836	12939	32670
2837	12944	32666
2838	12949	32664
2839	12953	32658
2840	12957	32652
2841	12962	32648
2842	12966	32643
2843	12971	32637
2844	12975	32632
2845	12980	32629
2846	12985	32625
2847	12989	32620
2848	12994	32615
2849	12999	32613
2850	13004	32609
2851	13008	32603
2852	13013	32599
2853	13017	32593
2854	13021	32588
2855	13025	32583
2856	13030	32578
2857	13035	32574
2858	13039	32568
2859	13044	32564
2860	13048	32559
2861	13054	32557
2862	13058	32551
2863	13063	32549
2864	13067	32544
2865	13072	32539
2866	13076	32534
2867	13081	32529
2868	13084	32522
2869	13089	32518
2870	13092	32509
2871	13097	32505
2872	13101	32501
2873	13106	32496
2874	13110	32491
2875	13114	32485
2876	13119	32482
2877	13124	32478
2878	13128	32472
2879	13133	32468
2880	13137	32463
2881	13142	32460
2882	13147	32455
2883	13151	32449
2884	13155	32444
2885	13159	32439
2886	13163	32431
2887	13167	32426
2888	13171	32420
2889	13175	32414
2890	13179	32409
2891	13183	32403
2892	13188	32399
2893	13192	32394
2894	13196	32388
2895	13201	32383
2896	13205	32377
2897	13209	32372
2898	13213	32366
2899	13218	32362
2900	13222	32355
2901	13226	32351
2902	13230	32345
2903	13234	32339
2904	13239	32335
2905	13244	32331
2906	13248	32325
2907	13252	32320
2908	13256	32315
2909	13261	32311
2910	13265	32305
2911	13270	32301
2912	13275	32296
2913	13279	32292
2914	13284	32288
2915	13288	32283
2916	13292	32277
2917	13297	32272
2918	13301	32267
2919	13306	32263
2920	13310	32258
2921	13316	32255
2922	13320	32250
2923	13325	32246
2924	13330	32242
2925	13334	32236
2926	13338	32231
2927	13342	32226
2928	13346	32220
2929	13350	32215
2930	13353	32205
2931	13356	32198
2932	13361	32194
2933	13365	32189
2934	13369	32183
2935	13373	32177
2936	13379	32176
2937	13384	32170
2938	13387	32162
2939	13392	32161
2940	13396	32154
2941	13401	32151
2942	13405	32145
2943	13409	32139
2944	13413	32133
2945	13417	32127
2946	13422	32122
2947	13426	32118
2948	13431	32114
2949	13434	32105
2950	13438	32100
2951	13443	32095
2952	13447	32091
2953	13452	32086
2954	13455	32078
2955	13459	32072
2956	13463	32067
2957	13467	32062
2958	13472	32057
2959	13476	32052
2960	13480	32045
2961	13484	32041
2962	13488	32035
2963	13492	32029
2964	13495	32021
2965	13500	32016
2966	13503	32009
2967	13508	32005
2968	13514	32003
2969	13518	31997
2970	13521	31991
2971	13526	31987
2972	13530	31981
2973	13535	31978
2974	13540	31973
2975	13544	31968
2976	13549	31963
2977	13553	31958
2978	13558	31955
2979	13563	31950
2980	13567	31945
2981	13572	31942
2982	13576	31937
2983	13581	31932
2984	13584	31925
2985	13588	31919
2986	13593	31914
2987	13596	31906
2988	13600	31901
2989	13605	31896
2990	13608	31890
2991	13613	31886
2992	13617	31881
2993	13622	31877
2994	13627	31872
2995	13630	31864
2996	13634	31859
2997	13641	31859
2998	13646	31856
2999	13651	31853
3000	13658	31854
3001	13662	31848
3002	13668	31847
3003	13674	31846
3004	13678	31841
3005	13683	31836
3006	13688	31834
3007	13691	31825
3008	13695	31819
3009	13700	31816
3010	13705	31812
3011	13709	31806
3012	13714	31803
3013	13719	31799
3014	13723	31794
3015	13728	31789
3016	13732	31784
3017	13736	31779
3018	13741	31775
3019	13745	31770
3020	13750	31765
3021	13754	31761
3022	13759	31756
3023	13763	31751
3024	13769	31748
3025	13773	31743
3026	13777	31737
3027	13781	31732
3028	13786	31728
3029	13790	31723
3030	13794	31717
3031	13798	31711
3032	13803	31707
3033	13808	31703
3034	13812	31697
3035	13815	31691
3036	13820	31685
3037	13825	31683
3038	13830	31679
3039	13835	31675
3040	13839	31669
3041	13844	31665
3042	13847	31659
3043	13852	31655
3044	13857	31651
3045	13861	31645
3046	13865	31639
3047	13869	31633
3048	13873	31628
3049	13878	31625
3050	13882	31619
3051	13886	31613
3052	13890	31608
3053	13895	31603
3054	13900	31599
3055	13905	31596
3056	13910	31592
3057	13915	31588
3058	13919	31583
3059	13923	31578
3060	13927	31573
3061	13932	31567
3062	13936	31562
3063	13940	31558
3064	13945	31553
3065	13949	31547
3066	13953	31541
3067	13957	31536
3068	13961	31530
3069	13966	31526
3070	13970	31520
3071	13975	31517
3072	13979	31511
3073	13983	31506
3074	13986	31498
3075	13990	31493
3076	13995	31487
3077	13999	31482
3078	14003	31478
3079	14007	31471
3080	14011	31465
3081	14016	31461
3082	14021	31458
3083	14025	31452
3084	14029	31448
3085	14034	31442
3086	14038	31437
3087	14043	31433
3088	14047	31428
3089	14052	31424
3090	14056	31418
3091	14060	31413
3092	14069	31418
3093	14073	31413
3094	14077	31407
3095	14081	31401
3096	14085	31394
3097	14089	31389
3098	14094	31385
3099	14098	31380
3100	14103	31376
3101	14107	31372
3102	14112	31367
3103	14117	31363
3104	14121	31358
3105	14126	31354
3106	14130	31349
3107	14135	31346
3108	14140	31341
3109	14144	31336
3110	14148	31330
3111	14153	31326
3112	14157	31321
3113	14162	31317
3114	14167	31314
3115	14171	31308
3116	14175	31303
3117	14179	31297
3118	14184	31292
3119	14188	31287
3120	14192	31282
3121	14197	31277
3122	14202	31274
3123	14206	31268
3124	14211	31264
3125	14216	31261
3126	14221	31258
3127	14227	31256
3128	14231	31251
3129	14236	31247
3130	14241	31245
3131	14246	31239
3132	14250	31235
3133	14254	31229
3134	14259	31224
3135	14263	31218
3136	14267	31213
3137	14271	31208
3138	14276	31204
3139	14281	31200
3140	14285	31195
3141	14289	31188
3142	14293	31183
3143	14297	31178
3144	14302	31174
3145	14306	31169
3146	14310	31162
3147	14314	31157
3148	14318	31151
3149	14323	31147
3150	14327	31142
3151	14332	31137
3152	14336	31132
3153	14340	31127
3154	14345	31123
3155	14349	31117
3156	14354	31113
3157	14358	31107
3158	14362	31101
3159	14366	31097
3160	14370	31090
3161	14374	31085
3162	14379	31081
3163	14384	31077
3164	14389	31075
3165	14394	31071
3166	14399	31066
3167	14403	31061
3168	14408	31057
3169	14412	31052
3170	14417	31048
3171	14421	31043
3172	14425	31038
3173	14431	31035
3174	14435	31030
3175	14439	31025
3176	14444	31020
3177	14447	31014
3178	14452	31009
3179	14457	31005
3180	14460	30999
3181	14465	30995
3182	14470	30992
3183	14474	30986
3184	14479	30982
3185	14484	30978
3186	14489	30974
3187	14494	30971
3188	14497	30963
3189	14501	30957
3190	14505	30951
3191	14509	30946
3192	14513	30941
3193	14517	30934
3194	14522	30930
3195	14527	30927
3196	14531	30922
3197	14535	30916
3198	14540	30912
3199	14544	30906
3200	14548	30901
3201	14555	30901
3202	14559	30895
3203	14563	30891
3204	14567	30885
3205	14573	30883
3206	14576	30876
3207	14581	30871
3208	14585	30865
3209	14589	30860
3210	14593	30855
3211	14598	30852
3212	14603	30846
3213	14607	30842
3214	14612	30838
3215	14616	30832
3216	14621	30828
3217	14625	30822
3218	14629	30817
3219	14635	30815
3220	14639	30810
3221	14643	30805
3222	14649	30802
3223	14653	30797
3224	14657	30792
3225	14662	30787
3226	14666	30782
3227	14670	30777
3228	14674	30772
3229	14678	30766
3230	14683	30762
3231	14687	30756
3232	14691	30751
3233	14695	30746
3234	14699	30739
3235	14703	30734
3236	14708	30729
3237	14712	30725
3238	14717	30720
3239	14721	30715
3240	14725	30709
