iter	Logloss
528	0.5123580888
529	0.5121374377
530	0.5121179708
531	0.5120117433
532	0.5119134042
533	0.5118587216
534	0.5117139688
535	0.5116103562
536	0.5114947534
537	0.5113652039
538	0.5113392237
539	0.5112615967
540	0.5111071122
541	0.5109866662
542	0.5109550976
543	0.5106524381
544	0.5106044495
545	0.5104773288
546	0.5102808097
547	0.51016703
548	0.5100623485
549	0.5099633793
550	0.5098036186
551	0.5097158086
552	0.5096020758
553	0.5094611457
554	0.5092441821
555	0.5092245995
556	0.5092056732
557	0.5091731443
558	0.5090110126
559	0.5089727268
560	0.5088451322
561	0.5087954083
562	0.508670168
563	0.5086293945
564	0.5084777187
565	0.5083440925
566	0.5082171837
567	0.5081187678
568	0.5080995745
569	0.5080091668
570	0.5079168385
571	0.5077778698
572	0.5077245533
573	0.5077074256
574	0.5076920571
575	0.5076403066
576	0.5074563732
577	0.5074375496
578	0.5073869887
579	0.5072815616
580	0.5071110827
581	0.5069320519
582	0.506864732
583	0.5067282755
584	0.5067090926
585	0.5066142932
586	0.5065080415
587	0.5063628077
588	0.5062643221
589	0.5061679676
590	0.5059941769
591	0.5058994587
592	0.505863385
593	0.5056761332
594	0.5056058811
595	0.5054552474
596	0.5054060644
597	0.5052849756
598	0.5051644086
599	0.5050439276
600	0.5048783353
601	0.5047595929
602	0.5047149271
603	0.5046201029
604	0.5045621656
605	0.5045099541
606	0.5044054669
607	0.5043519806
608	0.5042898595
609	0.5041327996
610	0.5039935088
611	0.5038946844
612	0.5037958966
613	0.5037790426
614	0.5037217664
615	0.503614137
616	0.5035187248
617	0.5034166147
618	0.5033220268
619	0.5032291982
620	0.5031049484
621	0.5029613275
622	0.5028359123
623	0.5027760248
624	0.5025410911
625	0.5024592277
626	0.5023811413
627	0.5023579892
628	0.5022503114
629	0.5022048246
630	0.5020275809
631	0.5019362187
632	0.5018992513
633	0.5018778847
634	0.5017945892
635	0.5017419859
636	0.5016624218
637	0.5016504964
638	0.501538582
639	0.5013646254
640	0.5013486778
641	0.5012406503
642	0.5011908081
643	0.5011410708
644	0.5011224772
645	0.5009978292
646	0.5008778134
647	0.5008216123
648	0.5007924707
649	0.5007282457
650	0.5006320408
651	0.5003662666
652	0.5002042487
653	0.5001942624
654	0.5001824541
655	0.5000059942
656	0.4999472729
657	0.4997766831
658	0.4996580184
659	0.4995639024
660	0.4994441501
661	0.4994350452
662	0.4994251893
663	0.4993901968
664	0.4992870563
665	0.4991924134
666	0.4991510093
667	0.4989673283
668	0.4988764458
669	0.4988647598
670	0.4988252863
671	0.4987024082
672	0.4986628482
673	0.4985526765
674	0.4985318242
675	0.4982927122
676	0.498249551
677	0.4981541877
678	0.4980031664
679	0.4978682167
680	0.497675495
681	0.4975934492
682	0.4974249083
683	0.4972588882
684	0.4972272766
685	0.4971094804
686	0.4970289589
687	0.4969869685
688	0.4969711247
689	0.496800793
690	0.4967844007
691	0.4967174311
692	0.4966725375
693	0.4964815612
694	0.4963890464
695	0.4963696384
696	0.4962626736
697	0.4962182636
698	0.4961204065
699	0.4960641176
700	0.4959442164
701	0.4958947667
702	0.4957785137
703	0.4957016568
704	0.4956843905
705	0.4956651681
706	0.4955642061
707	0.4954813127
708	0.4953997314
709	0.4951939769
710	0.4950902392
711	0.4949363223
712	0.4948802288
713	0.4948025565
714	0.4946011983
715	0.4945522928
716	0.4944002218
717	0.4943836694
718	0.494318618
719	0.4942442163
720	0.4941558831
721	0.4941315354
722	0.494011364
723	0.4939736487
724	0.4939265746
725	0.4938475169
726	0.4936548233
727	0.4935596825
728	0.4934793481
729	0.4934030998
730	0.4932898564
731	0.4931947725
732	0.4930782533
733	0.4929326647
734	0.4928779142
735	0.4928289435
736	0.4926632266
737	0.492602485
738	0.4925662734
739	0.4925662725
740	0.4924133533
741	0.4922745475
742	0.4922555581
743	0.4922066422
744	0.4920439717
745	0.491965776
746	0.4918502289
747	0.4917072315
748	0.4915602115
749	0.491448752
750	0.4912505305
751	0.4912090581
752	0.4911080443
753	0.4909264872
754	0.4908694373
755	0.4908465139
756	0.4907365806
757	0.4906219502
758	0.4904515015
759	0.490408423
760	0.4903111337
761	0.4902357429
762	0.4901109564
763	0.4900248626
764	0.4900082317
765	0.4899852877
766	0.4899703398
767	0.4899134591
768	0.4898965397
769	0.4898524084
770	0.4897911458
771	0.4897201318
772	0.4896763639
773	0.4896282589
774	0.4895793373
775	0.4893984339
776	0.4892828089
777	0.48919168
778	0.489178195
779	0.4891279005
780	0.4890839583
781	0.4890635064
782	0.4888430032
783	0.4887175238
784	0.4886632989
785	0.4885881047
786	0.4884938618
787	0.4884573931
788	0.4882617364
789	0.4882193846
790	0.4881922484
791	0.4880925609
792	0.4880420209
793	0.4880025999
794	0.4878653524
795	0.4877764183
796	0.4877144933
797	0.4876074541
798	0.4875772991
799	0.4874926063
800	0.487444264
801	0.4873750613
802	0.4873444831
803	0.487184298
804	0.4871756598
805	0.487165415
806	0.4870538263
807	0.4870523523
808	0.4869200397
809	0.4868431487
810	0.4867441872
811	0.4865895418
812	0.4865751796
813	0.4864939435
814	0.4864596646
815	0.4864347542
816	0.4863479803
817	0.4862470631
818	0.4861851935
819	0.4860971326
820	0.4860567217
821	0.4859938289
822	0.485894236
823	0.485815846
824	0.4856899531
825	0.4856287935
826	0.4855923243
827	0.4855802967
828	0.4854884092
829	0.4854799505
830	0.485460053
831	0.485312265
832	0.4851689169
833	0.4850000665
834	0.4849636453
835	0.4848708284
836	0.4847700436
837	0.4846870326
838	0.4845587197
839	0.4845095797
840	0.4843670804
841	0.4842555011
842	0.4841024216
843	0.4839611301
844	0.4839469812
845	0.4838546714
846	0.4837353082
847	0.4836087891
848	0.4835428424
849	0.4834899251
850	0.4834217453
851	0.4833450492
852	0.4832575202
853	0.4832025724
854	0.4831442533
855	0.4830304073
856	0.4829108677
857	0.4828270156
858	0.482749447
859	0.4827211075
860	0.4826624402
861	0.4826049744
862	0.4825027701
863	0.482444702
864	0.4823848149
865	0.4823082987
866	0.4823019033
867	0.4822837765
868	0.4822837765
869	0.482270138
870	0.4822701258
871	0.4821728894
872	0.482140084
873	0.4820888909
874	0.4819663017
875	0.4818918692
876	0.4818308508
877	0.4817612473
878	0.4816582374
879	0.4816206952
880	0.4815286456
881	0.4815155574
882	0.4814536153
883	0.4813907551
884	0.481344171
885	0.4812573945
886	0.4810741133
887	0.4810232425
888	0.4809227832
889	0.4807919386
890	0.4807234489
891	0.4806306294
892	0.4805845625
893	0.4804816502
894	0.4803107773
895	0.4801991428
896	0.4800821094
897	0.4800335119
898	0.4799170572
899	0.479905085
900	0.4798628138
901	0.4798263685
902	0.4797625896
903	0.4796881891
904	0.4796580185
905	0.4795927455
906	0.4794847454
907	0.4794266758
908	0.4793082668
909	0.4792158745
910	0.4792007112
911	0.4791354966
912	0.4790466254
913	0.4789491361
914	0.4788460681
915	0.4787953801
916	0.4787704265
917	0.478636644
918	0.4785024208
919	0.4783909471
920	0.4783335943
921	0.4782832426
922	0.478223616
923	0.4782236154
924	0.4781819237
925	0.4781084397
926	0.4780140974
927	0.4779541279
928	0.4779403952
929	0.477846521
930	0.4778291104
931	0.477698809
932	0.477683328
933	0.477582152
934	0.4774930076
935	0.4774329912
936	0.4774223759
937	0.4773957642
938	0.4773622321
939	0.4772571629
940	0.4772107052
941	0.4771813057
942	0.477109066
943	0.4770014669
944	0.4769996585
945	0.4769102701
946	0.4769049514
947	0.476843226
948	0.4767877363
949	0.4767201305
950	0.4766330979
951	0.4765801832
952	0.4765360928
953	0.476504764
954	0.4764143257
955	0.4764017099
956	0.4763239588
957	0.4761141541
958	0.4760980417
959	0.4760012863
960	0.4759884657
961	0.4759318511
962	0.4758034747
963	0.4757764801
964	0.4757255082
965	0.475651488
966	0.47554663
967	0.4755342373
968	0.4754655366
969	0.4754200325
970	0.4753500551
971	0.4752844027
972	0.4752074499
973	0.4751376604
974	0.4751273594
975	0.475118362
976	0.475006741
977	0.4749468168
978	0.4748919703
979	0.4748302524
980	0.4747357421
981	0.4747356851
982	0.4746044573
983	0.4745455305
984	0.4744719203
985	0.4743774883
986	0.4743097343
987	0.4742562436
988	0.4742049915
989	0.474112596
990	0.4740368846
991	0.4739326283
992	0.4737259458
993	0.4736264622
994	0.4736042956
995	0.4734980917
996	0.4734590074
997	0.4734172333
998	0.473365328
999	0.4732417662
1000	0.4732041319
1001	0.4731412041
1002	0.4730122216
1003	0.472953859
1004	0.4728680613
1005	0.4728595194
1006	0.4728381187
1007	0.4728154835
1008	0.4727738765
1009	0.4727210415
1010	0.4726886771
1011	0.4726508352
1012	0.4725764228
1013	0.4725675682
1014	0.472458434
1015	0.4723604669
1016	0.4723313412
1017	0.4722694296
1018	0.4721888441
1019	0.4721222994
1020	0.4719372896
1021	0.471813573
1022	0.4717622768
1023	0.4717604787
1024	0.4717147678
1025	0.4716784705
1026	0.4716312063
1027	0.4715511246
1028	0.4715251839
1029	0.4714811715
1030	0.4714244114
1031	0.471350559
1032	0.4711945671
1033	0.4710925185
1034	0.4710846965
1035	0.470931236
1036	0.4709218556
1037	0.4708947704
1038	0.4708664561
1039	0.4708596901
1040	0.4707960305
1041	0.4707909512
1042	0.4707235034
1043	0.4706650193
1044	0.4705959246
1045	0.4704978038
1046	0.4704154211
1047	0.4704048343
1048	0.4703714504
1049	0.4702856873
1050	0.4702641118
1051	0.4702114241
1052	0.4701165415
1053	0.4699765349
1054	0.4699718362
1055	0.4699620952
1056	0.4699620948
1057	0.4699573516
1058	0.4699270829
1059	0.4698773442
1060	0.4698599445
1061	0.4696795727
1062	0.4696656446
1063	0.4696217077
1064	0.4694707227
1065	0.4694367665
1066	0.469404565
1067	0.4693439862
1068	0.4692873241
1069	0.469280418
1070	0.4692360844
1071	0.4691352233
1072	0.469125453
1073	0.4690008561
1074	0.4688590846
1075	0.4687982519
1076	0.4687920331
1077	0.4686618167
1078	0.4686038244
1079	0.4685962384
1080	0.4685325255
1081	0.4684928105
1082	0.468443543
1083	0.4684435424
1084	0.4684152662
1085	0.4683514698
1086	0.468341896
1087	0.4682315243
1088	0.468131897
1089	0.4681210812
1090	0.4681086446
1091	0.4681049665
1092	0.468071435
1093	0.4680156617
1094	0.467976607
1095	0.4679539216
1096	0.4679319616
1097	0.4678639969
1098	0.4678376453
1099	0.4677111021
1100	0.4675948491
1101	0.4675318677
1102	0.4675125199
1103	0.4674572297
1104	0.4674134886
1105	0.4673208192
1106	0.4673166965
1107	0.4673009269
1108	0.4672995846
1109	0.4672415771
1110	0.4671750462
1111	0.4670865676
1112	0.466943241
1113	0.4668411181
1114	0.4668345782
1115	0.466779221
1116	0.4667096003
1117	0.4665979952
1118	0.4665863076
1119	0.4665149414
1120	0.4664198461
1121	0.4663684574
1122	0.4663613368
1123	0.4662277886
1124	0.4661300523
1125	0.4661057275
1126	0.466017095
1127	0.4659696623
1128	0.4659152377
1129	0.4658784742
1130	0.4658022502
1131	0.4656828136
1132	0.4656787194
1133	0.4656067579
1134	0.4655369177
1135	0.4654717814
1136	0.4654010726
1137	0.4653853871
1138	0.4653334781
1139	0.4653058598
1140	0.4652570027
1141	0.4652099043
1142	0.4650841495
1143	0.4649956729
1144	0.4649882988
1145	0.4648352865
1146	0.4646899094
1147	0.4646503202
1148	0.4646172084
1149	0.4646004219
1150	0.4645595795
1151	0.4645269906
1152	0.4644510033
1153	0.4644022339
1154	0.4643049438
1155	0.4642848111
1156	0.4642774417
1157	0.464159979
1158	0.4641193207
1159	0.4640847045
1160	0.4640129473
1161	0.4639066169
1162	0.4638989389
1163	0.4638739469
1164	0.4638005882
1165	0.4636650679
1166	0.4636356059
1167	0.463588445
1168	0.4634847607
1169	0.4634714263
1170	0.4634576608
1171	0.4634576608
1172	0.4633997006
1173	0.4632999531
1174	0.4632319027
1175	0.4632233564
1176	0.4631847115
1177	0.4630635772
1178	0.463009257
1179	0.4629831805
1180	0.4629556658
1181	0.4628531651
1182	0.4628260892
1183	0.4627992946
1184	0.4626993409
1185	0.4626110101
1186	0.4625207188
1187	0.4624910125
1188	0.4624079701
1189	0.4623237968
1190	0.4623116269
1191	0.4622621193
1192	0.4622170873
1193	0.4622170872
1194	0.4620785122
1195	0.4620477506
1196	0.461951332
1197	0.4618755136
1198	0.4618131024
1199	0.4617910653
1200	0.4617633183
1201	0.4616867987
1202	0.4616287074
1203	0.4616209869
1204	0.4615917499
1205	0.4615005178
1206	0.4614620366
1207	0.4613477527
1208	0.4612472844
1209	0.4612208248
1210	0.4611413515
1211	0.4610432249
1212	0.4609776118
1213	0.46096516
1214	0.4609584832
1215	0.4609405806
1216	0.4608974279
1217	0.4608818197
1218	0.4608595835
1219	0.460828644
1220	0.4607568201
1221	0.4607195253
1222	0.4606178789
1223	0.460609754
1224	0.460604319
1225	0.4605246526
1226	0.4604277457
1227	0.4603164306
1228	0.4602377266
1229	0.4601881681
1230	0.4601326653
1231	0.4601229997
1232	0.460096946
1233	0.4600692012
1234	0.4599661667
1235	0.4599300108
1236	0.4599006024
1237	0.4598981291
1238	0.4598452403
1239	0.4597795333
1240	0.4597682633
1241	0.459673976
1242	0.4596318494
1243	0.4595359322
1244	0.4595331879
1245	0.4595125541
1246	0.4594730628
1247	0.4594008824
1248	0.4593602287
1249	0.4592562284
1250	0.4592504234
1251	0.4592040464
1252	0.4590632394
1253	0.4589208864
1254	0.4589116177
1255	0.4587859927
1256	0.4587428079
1257	0.4586803681
1258	0.4586802625
1259	0.4586197923
1260	0.4585872912
1261	0.4585143474
1262	0.4584789047
1263	0.458385869
1264	0.4583757752
1265	0.4583757752
1266	0.4583659553
1267	0.4583535737
1268	0.4582642838
1269	0.458251571
1270	0.4582509486
1271	0.4582015669
1272	0.4581831758
1273	0.4581708886
1274	0.4581500246
1275	0.4580397357
1276	0.4580144379
1277	0.4579352665
1278	0.4578674174
1279	0.4578262699
1280	0.4578008974
1281	0.4578008973
1282	0.4577722715
1283	0.4576785406
1284	0.4576730142
1285	0.4576445343
1286	0.4575894341
1287	0.4575341565
1288	0.4575316425
1289	0.4574577072
1290	0.4573990204
1291	0.4573585425
1292	0.4573440107
1293	0.4572631221
1294	0.4571921312
1295	0.457139763
1296	0.457043674
1297	0.4569245768
1298	0.4568118215
1299	0.4567806113
1300	0.4567736155
1301	0.4567114549
1302	0.456555302
1303	0.4565517088
1304	0.4565279438
1305	0.4565107046
1306	0.4565012742
1307	0.4564745771
1308	0.4564216002
1309	0.4563699425
1310	0.4562399816
1311	0.4562040768
1312	0.45616253
1313	0.4560765103
1314	0.4560536762
1315	0.4559855502
1316	0.4559779993
1317	0.455934101
1318	0.4559232754
1319	0.4558696861
1320	0.4558075643
1321	0.4557755026
1322	0.4557464992
1323	0.4556586405
1324	0.4556032475
1325	0.4554980875
1326	0.455491119
1327	0.4554072521
1328	0.4553824386
1329	0.4553652008
1330	0.4553424097
1331	0.455300415
1332	0.4552666286
1333	0.4552395882
1334	0.4552152487
1335	0.4551937342
1336	0.4551658594
1337	0.4551306228
1338	0.4550494101
1339	0.4549875181
1340	0.4549737475
1341	0.4549620547
1342	0.4549459376
1343	0.4549270461
1344	0.4548182635
1345	0.4547791983
1346	0.4547715783
1347	0.4547291602
1348	0.454705552
1349	0.4546764968
1350	0.4545791742
1351	0.4545063221
1352	0.4544474363
1353	0.4543828812
1354	0.454366052
1355	0.4543081156
1356	0.4542934396
1357	0.4542089871
1358	0.454208987
1359	0.4541434718
1360	0.4540991818
1361	0.4540673003
1362	0.4540576254
1363	0.4540241746
1364	0.4539762852
1365	0.4539515599
1366	0.4539446857
1367	0.4538501452
1368	0.453846741
1369	0.4537415093
1370	0.4537006487
1371	0.4536086676
1372	0.4535856101
1373	0.4535785038
1374	0.4535565824
1375	0.4535565824
1376	0.4535079794
1377	0.4534876716
1378	0.4534820349
1379	0.4533614627
1380	0.4532012216
1381	0.4530989952
1382	0.4530289117
1383	0.4529869083
1384	0.452948295
1385	0.4529321872
1386	0.4528911576
1387	0.4528443395
1388	0.4527955573
1389	0.4527517173
1390	0.4527289241
1391	0.4526946242
1392	0.4526847281
1393	0.4526160523
1394	0.4525422915
1395	0.4525410475
1396	0.452506524
1397	0.452455782
1398	0.4524414226
1399	0.4524080826
1400	0.452331363
1401	0.4523270311
1402	0.4523121109
1403	0.4522891762
1404	0.4521986562
1405	0.4521829204
1406	0.452133387
1407	0.4521275031
1408	0.4521182016
1409	0.4520269369
1410	0.4519915941
1411	0.4519438265
1412	0.4519299171
1413	0.4518514642
1414	0.4518229304
1415	0.451792573
1416	0.4517037411
1417	0.4516422346
1418	0.4514845068
1419	0.4514724977
1420	0.4514724977
1421	0.4514451602
1422	0.451338045
1423	0.4512430346
1424	0.4512191339
1425	0.4512047971
1426	0.4511971597
1427	0.451126197
1428	0.451115945
1429	0.4510509227
1430	0.4510124019
1431	0.4510072036
1432	0.4510011294
1433	0.4509453666
1434	0.4508314374
1435	0.4508228753
1436	0.450779849
1437	0.4506443762
1438	0.4505412695
1439	0.4505191477
1440	0.4504608683
1441	0.4504307485
1442	0.4504083496
1443	0.4504019041
1444	0.4503369554
1445	0.4503267527
1446	0.4502764971
1447	0.4501931667
1448	0.4501587625
1449	0.4501151071
1450	0.4500243303
1451	0.4499764524
1452	0.4499332856
1453	0.4498984381
1454	0.4498984381
1455	0.4498935388
1456	0.4497621876
1457	0.4496635092
1458	0.4496607956
1459	0.4494696148
1460	0.4493913697
1461	0.4493664066
1462	0.4492833974
1463	0.4492833972
1464	0.449228755
1465	0.4492234109
1466	0.4491531513
1467	0.4491426397
1468	0.4491286754
1469	0.4490108196
1470	0.4489548221
1471	0.4488843587
1472	0.4488409967
1473	0.4488076714
1474	0.448746894
1475	0.4487309902
1476	0.4487309902
1477	0.4487078805
1478	0.4486208949
1479	0.4485371226
1480	0.4484965416
1481	0.4484913003
1482	0.448411893
1483	0.44835711
1484	0.4483216987
1485	0.4482264365
1486	0.4482240276
1487	0.448133361
1488	0.4481021795
1489	0.4480626233
1490	0.4480624046
1491	0.4479992291
1492	0.4479270124
1493	0.4478552208
1494	0.4477764518
1495	0.447746029
1496	0.4477232834
1497	0.4476396389
1498	0.4476222228
1499	0.4476137092
1500	0.4475730574
1501	0.4475508541
1502	0.4475013632
1503	0.4474936905
1504	0.4474275669
1505	0.4473903733
1506	0.4473647869
1507	0.4473095135
1508	0.4472919043
1509	0.4472242207
1510	0.4471693591
1511	0.4471456145
1512	0.4471438206
1513	0.4471082413
1514	0.4470059906
